Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
Chung cư,92,,,,,4,5,,,Đông Nam,Đông Nam,,09/27/2023,,,,"39a2, Gò Dưa",Phường Tam Bình,TP Thủ Đức,TP Hồ Chí Minh,15.8
Chung cư,75,,,,,2,2,,,,,,09/27/2023,,,,Bùi Văn Ba,Phường Tân Thuận Đông,Quận 7,TP Hồ Chí Minh,3.15
Chung cư,67,,,,,2,2,,,,,,09/27/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.6
Chung cư,65,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"91, Phạm Văn Hai",Phường 3,Tân Bình,TP Hồ Chí Minh,1.58
Chung cư,40,,,,,1,1,,,Tây Bắc,,,09/27/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,1.2
Chung cư,75,,,,,2,,,,,,,09/27/2023,,,,"Số 132, Bến Vân Đồn",Phường 6,Quận 4,TP Hồ Chí Minh,2.25
Chung cư,56,,,,,1,,,,,,,09/27/2023,,,,D7,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,1.75
Chung cư,68,,,,,2,,,,,,,09/27/2023,,,,"346, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,2.59
Chung cư,80,,,,,2,,,,,,,09/27/2023,,,,"Số 504, Nguyễn Tất Thành",Phường 18,Quận 4,TP Hồ Chí Minh,2.73
Chung cư,75,,,,,2,,,,,,,09/27/2023,,,,"291/2, Lũy Bán Bích",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.75
Chung cư,81,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"7A, Thoại Ngọc Hầu",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,1.73
Chung cư,70,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"56, Bến Vân Đồn",Phường 13,Quận 4,TP Hồ Chí Minh,1.39
Chung cư,86,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"Số 114, An Dương Vương",Phường 16,Quận 8,TP Hồ Chí Minh,1.45
Chung cư,80,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"34-35, Bến Vân Đồn",Phường 13,Quận 4,TP Hồ Chí Minh,2.79
Chung cư,68,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,1.82
Chung cư,80,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"504, Nguyễn Tất Thành",Phường 18,Quận 4,TP Hồ Chí Minh,1.95
Chung cư,62,,,,,2,2,,,,,,09/27/2023,,,,Nguyễn Văn Linh,Xã An Phú Tây,Bình Chánh,TP Hồ Chí Minh,1.05
Chung cư,65.8,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,Đường Vĩnh Lộc,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,1.46
Chung cư,78,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,17,Phường Tân Hưng,Quận 7,TP Hồ Chí Minh,2.14
Chung cư,75,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"Số 207, Nguyễn Xí",Phường 26,Bình Thạnh,TP Hồ Chí Minh,2.18
Chung cư,69,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"83, Lý Chính Thắng",Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,2.55
Chung cư,85,,,,,3,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"Số 685, Âu Cơ",Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,2.33
Chung cư,65,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"16, Phổ Quang",Phường 2,Tân Bình,TP Hồ Chí Minh,1.96
Chung cư,87,,,,,2,2,Đã có sổ,Có nội thất,,,,09/27/2023,,,,"90A, Lý Thường Kiệt",Phường 14,Quận 10,TP Hồ Chí Minh,1.32
Chung cư,74.25,,,,,3,,Đã có sổ,Không nội thất,,,,09/27/2023,,,,Liên Phường,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,2.1
Chung cư,60,,,,,2,1,,,,,,09/27/2023,,,,Tạ Quang Bửu,Phường 6,Quận 8,TP Hồ Chí Minh,2
Chung cư,70,,,,,2,,Đã có sổ,,Đông Bắc,Tây Nam,,09/27/2023,,,,Đường Nguyễn Thị Thập,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,3.5
Chung cư,74,,,,,2,2,Đã có sổ,,,,,09/27/2023,,,,Nguyễn Xiển,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,3.8
Chung cư,46,,,,,1,,,,Đông Nam,Đông Nam,,09/27/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,1.263
Chung cư,70,,,,,2,,,,Đông Nam,Đông Nam,,09/27/2023,,,,Đường Cao Lỗ,Phường 4,Quận 8,TP Hồ Chí Minh,2.3
Chung cư,63,,,,,2,1,,,,,,09/27/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.84
Chung cư,85,,,,,2,2,,,,,,09/27/2023,,,,Bình Trưng Tây,Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,2.86
Chung cư,74,,,,,2,2,Đã có sổ,,,,,09/27/2023,,,,Nguyễn Thị Định,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,4.5
Chung cư,50,,,,,1,1,,,,,,09/27/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.4
Chung cư,70,,,,,2,2,,,,,,09/24/2023,,,,"47, Tân Thới Hòa",Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,2.75
Chung cư,80,,,,,2,,,,,,,09/20/2023,,,,Bát Nàn,Phường Thạnh Mỹ Lợi,TP Thủ Đức,TP Hồ Chí Minh,4.7
Chung cư,55,,,,,2,,,,,,,09/20/2023,,,,"239 – 241 – 278, Hòa Bình",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,2.3
Chung cư,90,,,,,2,2,,,Đông Bắc,Tây Nam,,09/20/2023,,,,"33, 33 Đường Phan Huy Ích",Phường 15,Tân Bình,TP Hồ Chí Minh,2.55
Chung cư,63,,,,,1,,,,,,,09/20/2023,,,,Trường Lưu,Phường Long Trường,TP Thủ Đức,TP Hồ Chí Minh,2.7
Chung cư,104,,,,,3,2,,,,,,09/20/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.15
Chung cư,65,,,,,2,2,,Có nội thất,,,,09/20/2023,,,,"528, Huỳnh Tấn Phát",Phường Bình Thuận,Quận 7,TP Hồ Chí Minh,2.55
Chung cư,104,,,,,3,2,,Có nội thất,,,,09/20/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.05
Chung cư,52,,,,,1,,,,Đông Nam,Tây Bắc,,09/20/2023,,,,Lương Định Của,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,1.85
Chung cư,71,,,,,2,2,,,,,,09/20/2023,,,,"số 1A, Tạ Quang Bửu",Phường 6,Quận 8,TP Hồ Chí Minh,2.4
Chung cư,84,,,,,2,2,Đang chờ sổ,Có nội thất,,,,09/20/2023,,,,"88, đường N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.75
Chung cư,72,,,,,2,2,,,,,,09/20/2023,,,,"334, Tô Hiến Thành",Phường 14,Quận 10,TP Hồ Chí Minh,5
Chung cư,53,,,,,1,1,,,,,,09/20/2023,,,,"Số 200, 12",Phường 12,Quận 10,TP Hồ Chí Minh,4.55
Chung cư,32,,,,,1,1,,,,,,09/20/2023,,,,"Số 181, Cao Thắng",Phường 12,Quận 10,TP Hồ Chí Minh,1.45
Chung cư,100,,,,,2,,,,,,,09/20/2023,,,,Thái Thuận,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,3.6
Chung cư,80,,,,,3,2,,,,,,09/20/2023,,,,Đường Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,2.8
Chung cư,200,,,,,3,3,,Bàn giao thô,,,,09/20/2023,,,,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,8.3
Chung cư,70,,,,,2,2,,,,,,09/20/2023,,,,"195, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.27
Chung cư,104,,,,,3,2,,Không nội thất,,,,09/20/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,4.05
Chung cư,59,,,,,2,2,,,Đông Nam,Đông Nam,,09/20/2023,,,,Tân Túc,Thị trấn Tân Túc,Bình Chánh,TP Hồ Chí Minh,2.1
Chung cư,65,,,,,2,2,,,,,,09/20/2023,,,,Đường số 5,Phường Bình Hưng Hòa,Bình Tân,TP Hồ Chí Minh,1.8
Chung cư,70,,,,,2,2,Đã có sổ,Có nội thất,,,,09/20/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.5
Chung cư,75,,,,,2,2,,,Nam,Nam,,09/20/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.8
Chung cư,47,,,,,1,1,,,,,,09/20/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.75
Chung cư,85,,,,,3,2,Đã có sổ,Có nội thất,,,,09/20/2023,,,,Kinh Dương Vương,Phường 2,Quận 6,TP Hồ Chí Minh,3.4
Chung cư,60,,,,,2,2,,,,,,09/20/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.45
Chung cư,70,,,,,3,2,Đang chờ sổ,Bàn giao thô,,,,09/20/2023,,,,138,Phường Tân Phú,TP Thủ Đức,TP Hồ Chí Minh,1.7
Chung cư,49,,,,,1,1,Đang chờ sổ,,,,,09/20/2023,,,,"96, Trần Đại Nghĩa",Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,1.35
Chung cư,72,,,,,2,,,,,,,09/20/2023,,,,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,3.48
Chung cư,105,,,,,3,2,,,,,,09/20/2023,,,,"817, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,3.12
Chung cư,134,,,,,3,,,,,,,09/20/2023,,,,Đường Phan Đăng Lưu,Phường 1,Phú Nhuận,TP Hồ Chí Minh,6.2
Chung cư,53,,,,,2,1,Đang chờ sổ,Không nội thất,,,,09/20/2023,,,,"7A, Thoại Ngọc Hầu",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.8
Chung cư,65,,,,,2,2,,,Tây Bắc,Đông Nam,,09/20/2023,,,,111B Đường Lý Thánh Tông,Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,2.07
Chung cư,78,,,,,2,2,,,,,,09/20/2023,,,,Vườn Lài,Phường Phú Thọ Hòa,Tân Phú,TP Hồ Chí Minh,2.2
Chung cư,72,,,,,2,2,,,,,,09/20/2023,,,,"291/2, Lũy Bán Bích",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.75
Chung cư,68,,,,,2,2,Đang chờ sổ,,,,,09/20/2023,,,,Trịnh Đình Thảo,Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.15
Chung cư,74,,,,,2,2,,,,,,09/20/2023,,,,Nguyễn Xiển,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,3.5
Chung cư,57,,,,,1,1,Đã có sổ,,,,,09/20/2023,,,,Nguyễn Văn Linh,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.69
Chung cư,63,,,,,2,1,,,,,,09/20/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.9
Chung cư,118,,,,,3,2,,,Tây Nam,Đông Bắc,,09/20/2023,,,,"33, 33 Đường Phan Huy Ích",Phường 15,Tân Bình,TP Hồ Chí Minh,3.5
Chung cư,78,,,,,2,2,,,Tây Bắc,Đông Nam,,09/20/2023,,,,"130-132, Hồng Hà",Phường 9,Phú Nhuận,TP Hồ Chí Minh,1.58
Chung cư,75,,,,,2,2,Đã có sổ,Không nội thất,,,,09/20/2023,,,,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,3.6
Chung cư,166,,,,,3,2,,,,,,09/20/2023,,,,Nguyễn Văn Hưởng,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,8
Chung cư,80,,,,,2,2,Đã có sổ,Có nội thất,,,,09/20/2023,,,,"117, Nguyễn Đình Chiểu",Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,1.73
Chung cư,82,,,,,2,2,,,,,,09/20/2023,,,,"854-856, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,3.05
Chung cư,54,,,,,2,2,,,,,,09/20/2023,,,,23,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,1.6
Chung cư,92,,,,,2,,Đã có sổ,,,,,09/20/2023,,,,Khu đô thị Sala,Phường An Lợi Đông,TP Thủ Đức,TP Hồ Chí Minh,8.6
Chung cư,77,,,,,2,2,Đã có sổ,Có nội thất,,,,09/20/2023,,,,"370, Nguyễn Văn Quỳ",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.45
Chung cư,95.2,,,,,3,2,,,Đông,,,09/20/2023,,,,"51, An Dương Vương",Phường 16,Quận 8,TP Hồ Chí Minh,2.3
Chung cư,73,,,,,2,2,,,,,,09/20/2023,,,,"128, Hồng Hà",Phường 9,Phú Nhuận,TP Hồ Chí Minh,4.9
Chung cư,76,,,,,2,2,,,Tây Nam,Đông Bắc,,09/20/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.83
Chung cư,69,,,,,2,2,Đang chờ sổ,Có nội thất,,,,09/20/2023,,,,QL1A,Xã Tân Kiên,Bình Chánh,TP Hồ Chí Minh,3.3
Chung cư,72,,,,,2,2,Đã có sổ,,,,,09/18/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.77
Chung cư,69,,,,,2,2,,,,,,09/18/2023,,,,Tân Túc,Thị trấn Tân Túc,Bình Chánh,TP Hồ Chí Minh,2.8
Chung cư,150,,,,,3,3,,,Đông Nam,,,09/18/2023,,,,Đường Tạ Quang Bửu,Phường 5,Quận 8,TP Hồ Chí Minh,4.35
Chung cư,76,,,,,2,2,,,,,,09/18/2023,,,,Bát Nàn,Phường Thạnh Mỹ Lợi,TP Thủ Đức,TP Hồ Chí Minh,5.75
Chung cư,75,,,,,2,2,,,Bắc,Bắc,,09/18/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,3
Chung cư,30,,,,,1,1,,,,,,09/18/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.28
Chung cư,45,,,,,2,1,,,Tây,Đông Nam,,09/18/2023,,,,Độc Lập,Phường Tân Quý,Tân Phú,TP Hồ Chí Minh,1.69
Chung cư,75,,,,,2,2,,,,,,09/18/2023,,,,"77, Võ Văn Kiệt",Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.9
Chung cư,61,,,,,2,2,Đang chờ sổ,,,,,09/18/2023,,,,"96, Trần Đại Nghĩa",Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,1.51
Chung cư,56,,,,,2,1,,,,,,09/18/2023,,,,"77, Võ Văn Kiệt",Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.3
Chung cư,74,,,,,2,1,Đã có sổ,Bàn giao thô,,,,09/18/2023,,,,"B604 Chung cư c3, Hẻm 127 Đường Man Thiện",Phường Hiệp Phú,TP Thủ Đức,TP Hồ Chí Minh,1.72
Chung cư,55,,,,,2,,,,,,,09/18/2023,,,,KĐT Vinhomes Grand Park,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.4
Chung cư,83,,,,,3,2,,,Nam,Nam,,09/18/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.4
Chung cư,65,,,,,2,2,,,Đông Bắc,Đông Bắc,,09/18/2023,,,,Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.93
Chung cư,86,,,,,3,2,,,Đông,,,09/18/2023,,,,Võ Chí Công,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,3.6
Chung cư,30,,,,,1,1,,,,,,09/18/2023,,,,Tạ Quang Bửu,Phường 5,Quận 8,TP Hồ Chí Minh,1.47
Chung cư,99,,,,,3,,,,,,,09/18/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,5.85
Chung cư,315,,,,,4,5,,,Tây,,,09/18/2023,,,,Đường Tạ Quang Bửu,Phường 5,Quận 8,TP Hồ Chí Minh,9.2
Chung cư,69,,,,,2,2,,,Nam,Tây,,09/18/2023,,,,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.58
Chung cư,67,,,,,2,2,Đã có sổ,Có nội thất,,,,09/18/2023,,,,Hồ Học Lãm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.82
Chung cư,84,,,,,3,2,Đã có sổ,Có nội thất,,,,09/18/2023,,,,"370, Nguyễn Văn Quỳ",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.95
Chung cư,61,,,,,2,2,Đã có sổ,Có nội thất,,,,09/18/2023,,,,Hồ Học Lãm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.68
Chung cư,59,,,,,2,2,,,Đông Nam,,,09/18/2023,,,,Tân Túc,Thị trấn Tân Túc,Bình Chánh,TP Hồ Chí Minh,2.1
Chung cư,59,,,,,2,2,,Có nội thất,,,,09/18/2023,,,,Tân Túc,Thị trấn Tân Túc,Bình Chánh,TP Hồ Chí Minh,2
Chung cư,78,,,,,2,2,,,,,,09/18/2023,,,,"854-856, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,2.85
Chung cư,87,,,,,3,2,,,,,,09/18/2023,,,,Dương Thị Giang,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,2.4
Chung cư,75,,,,,2,2,,,,,,09/18/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.95
Chung cư,65,,,,,2,2,,,Đông Nam,Đông Nam,,09/18/2023,,,,"159/21, Trường Thọ",Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.23
Chung cư,70,,,,,2,2,,,,,,09/18/2023,,,,Dương Thị Giang,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,1.95
Chung cư,55,,,,,2,2,Đã có sổ,,,,,09/18/2023,,,,"159/21, Trường Thọ",Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,1.97
Chung cư,80,,,,,2,2,,,Bắc,,,09/18/2023,,,,"65, Linh Đông",Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,2.85
Chung cư,75,,,,,2,2,Đã có sổ,,,,,09/18/2023,,,,4,Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,2.38
Chung cư,85,,,,,3,2,,,,,,09/18/2023,,,,Võ Văn Kiệt,Phường 2,Quận 5,TP Hồ Chí Minh,3.4
Chung cư,72,,,,,2,2,,,,,,09/18/2023,,,,Mai Chí Thọ,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,3.656
Chung cư,85,,,,,3,2,,,,,,09/18/2023,,,,"196, Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,2.79
Chung cư,67,,,,,2,2,,,,,,09/18/2023,,,,"528, Huỳnh Tấn Phát",Phường Bình Thuận,Quận 7,TP Hồ Chí Minh,2.55
Chung cư,99,,,,,2,2,,,Bắc,Đông,,09/18/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.45
Chung cư,83,,,,,2,2,Đang chờ sổ,,Nam,Nam,,09/18/2023,,,,Nguyễn Văn Linh,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.4
Chung cư,70,,,,,2,2,Đã có sổ,,,,,09/18/2023,,,,"27, Trịnh Đình Thảo",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.6
Chung cư,53,,,,,1,1,,,,,,09/18/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,2.5
Chung cư,62,,,,,2,2,,,,,,09/08/2023,,,,Trịnh Quang Nghị,Phường 7,Quận 8,TP Hồ Chí Minh,1.8
Chung cư,51,,,,,2,1,,,Tây Bắc,,,09/08/2023,,,,"15A2, Nguyễn Hữu Thọ",Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.15
Chung cư,132,,,,,3,2,,,,,,09/08/2023,,,,Số 66,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,7.2
Chung cư,73,,,,,2,2,,,Đông Nam,,,09/08/2023,,,,"1/45A, Nguyễn Văn Quá",Phường Đông Hưng Thuận,Quận 12,TP Hồ Chí Minh,2.6
Chung cư,82,,,,,3,2,Đã có sổ,,,,,09/08/2023,,,,Đường Thoại Ngọc Hầu,Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,4.25
Chung cư,65.5,,,,,2,,,,Nam,Bắc,,09/08/2023,,,,6D,Phường Phước Bình,TP Thủ Đức,TP Hồ Chí Minh,3.1
Chung cư,69,,,,,2,1,,,Tây Bắc,Đông Nam,,09/08/2023,,,,"346, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,3.65
Chung cư,76,,,,,2,2,,,Tây Nam,,,09/08/2023,,,,"15B, Nguyễn Lương Bằng",Xã Phú Xuân,Nhà Bè,TP Hồ Chí Minh,1.85
Chung cư,62,,,,,2,1,,,Nam,,,09/08/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,1.72
Chung cư,200.9,,,,,4,3,Đã có sổ,,,,,09/08/2023,,,,Tam Bình,Phường Tam Bình,TP Thủ Đức,TP Hồ Chí Minh,6.7
Chung cư,73,,,,,2,2,,,,,,09/08/2023,,,,Mai Chí Thọ,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,3.9
Chung cư,95,,,,,2,2,,,Bắc,Nam,,09/08/2023,,,,Nguyễn Thị Thập,Phường Tân Phú,Quận 7,TP Hồ Chí Minh,3.85
Chung cư,68.77,,,,,2,2,Đang chờ sổ,Không nội thất,,,,09/08/2023,,,,Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,TP Hồ Chí Minh,2.45
Chung cư,85,,,,,3,2,Đang chờ sổ,Có nội thất,,,,09/08/2023,,,,Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,TP Hồ Chí Minh,4
Chung cư,106,,,,,3,2,Đã có sổ,Không nội thất,,,,09/08/2023,,,,Đường Dương Đình Hội,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,3
Chung cư,72,,,,,2,2,Giấy tờ khác,Không nội thất,,,,09/08/2023,,,,Bát Nàn,Phường Thạnh Mỹ Lợi,TP Thủ Đức,TP Hồ Chí Minh,4.95
Chung cư,78,,,,,2,2,,,,,,09/08/2023,,,,"334, Tô Hiến Thành",Phường 14,Quận 10,TP Hồ Chí Minh,4.9
Chung cư,68,,,,,2,2,,,Tây Bắc,,,09/08/2023,,,,Khu dân cư Greenlife - 13C,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,2.05
Chung cư,350,,,,,3,3,Đã có sổ,,,,,09/08/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,4.7
Chung cư,68,,,,,2,2,Đã có sổ,Có nội thất,,,,09/08/2023,,,,Thủy lợi,Phường Phước Long A,TP Thủ Đức,TP Hồ Chí Minh,1.37
Chung cư,64,,,,,2,2,,,Đông,,,09/08/2023,,,,Hồ Học Lãm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.8
Chung cư,85,,,,,2,2,Đang chờ sổ,,Đông Bắc,Đông Bắc,,09/08/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.8
Chung cư,72,,,,,2,,,,,,,09/08/2023,,,,Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,3.45
Chung cư,66.8,,,,,2,1,,,Bắc,,,09/08/2023,,,,"Chung Cư Ngô Tất Tố 76C, Ngô Tất Tố",Phường 19,Bình Thạnh,TP Hồ Chí Minh,2.8
Chung cư,70,,,,,2,2,,,,,,09/08/2023,,,,Đường Lý Chiêu Hoàng,Phường 10,Quận 6,TP Hồ Chí Minh,2.55
Chung cư,76,,,,,2,2,,,,,,09/08/2023,,,,Mai Chí Thọ,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,3.85
Chung cư,128.8,,,,,3,,Đã có sổ,,Tây,Bắc,,09/08/2023,,,,"2.01, Lầu 2, TẠ QUANG BỬU",Phường 6,Quận 8,TP Hồ Chí Minh,4.8
Chung cư,85,,,,,3,2,,,,,,09/08/2023,,,,Tân Túc,Thị trấn Tân Túc,Bình Chánh,TP Hồ Chí Minh,3.7
Chung cư,47,,,,,1,1,,,,,,09/08/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.82
Chung cư,96,,,,,2,2,,,,,,09/08/2023,,,,Mường Vi,Phường An Lợi Đông,TP Thủ Đức,TP Hồ Chí Minh,8.9
Chung cư,140,,,,,3,3,,,,,,09/08/2023,,,,Nguyễn Hữu Cảnh,Phường 22,Bình Thạnh,TP Hồ Chí Minh,17
Chung cư,74,,,,,2,,,Có nội thất,,,,09/08/2023,,,,Long Thạnh Mỹ,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,3.8
Chung cư,94,,,,,3,2,,,,,,09/08/2023,,,,"239 – 241 – 278, Hòa Bình",Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,3.3
Chung cư,107,,,,,3,2,Đang chờ sổ,,,,,09/08/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,5.12
Chung cư,85,,,,,2,2,,,,,,09/08/2023,,,,"208, Nguyễn Hữu Cảnh",Phường 22,Bình Thạnh,TP Hồ Chí Minh,4.5
Chung cư,33,,,,,1,,,,,,,09/08/2023,,,,Nhất Chi Mai,Phường 13,Tân Bình,TP Hồ Chí Minh,0.89
Chung cư,52,,,,,2,2,Đã có sổ,Có nội thất,,,,09/08/2023,,,,Phạm Văn Đồng,Phường Linh Tây,TP Thủ Đức,TP Hồ Chí Minh,1.563
